"20221125T",0,0,0,0,0
"20221126T",0,0,0,0,0
"20221127T",0,0,0,0,0
"20221128T",0,0,0,0,0
"20221129T",0,0,0,0,0
"20221130T",1,1,1,1,0
"20221201T",1,1,1,1,0
"20221202T",1,1,1,1,0
"20221203T",0,0,0,0,0
"20221204T",0,0,0,0,0
"20221205T",0,0,0,0,0
"20221206T",0,0,0,0,0
"20221207T",0,0,0,0,0
"20221208T",0,0,0,0,0
"20221209T",0,0,0,0,0
"20221210T",0,0,0,0,0
"20221211T",0,0,0,0,0
"20221212T",0,0,0,0,0
"20221213T",1,1,1,1,0
"20221214T",1,1,1,1,0
"20221215T",1,1,1,1,0
"20221216T",0,0,0,0,0
"20221217T",0,0,0,0,0
"20221218T",0,0,0,0,0
"20221219T",0,0,0,0,0
"20221220T",0,0,0,0,0
"20221221T",0,0,0,0,0
"20221222T",0,0,0,0,0
"20221223T",0,0,0,0,0
"20221224T",0,0,0,0,0
"20221225T",0,0,0,0,0
"20221226T",0,0,0,0,0
"20221227T",0,0,0,0,0
"20221228T",0,0,0,0,0
"20221229T",0,0,0,0,0
"20221230T",0,0,0,0,0
"20221231T",0,0,0,0,0
"20230101T",0,0,0,0,0
"20230102T",0,0,0,0,0
"20230103T",1,1,1,1,0
"20230104T",1,1,1,1,0
"20230105T",1,1,1,1,0
"20230106T",0,0,0,0,0
"20230107T",0,0,0,0,0
"20230108T",0,0,0,0,0
"20230109T",0,0,0,0,0
"20230110T",0,0,0,0,0
"20230111T",0,0,0,0,0
"20230112T",0,0,0,0,0
"20230113T",0,0,0,0,0
"20230114T",0,0,0,0,0
"20230115T",0,0,0,0,0
"20230116T",0,0,0,0,0
"20230117T",1,1,1,1,0
"20230118T",1,1,1,1,0
"20230119T",1,1,1,1,0
"20230120T",0,0,0,0,0
"20230121T",0,0,0,0,0
"20230122T",0,0,0,0,0
"20230123T",0,0,0,0,0
"20230124T",0,0,0,0,0
"20230125T",0,0,0,0,0
"20230126T",0,0,0,0,0
"20230127T",0,0,0,0,0
"20230128T",0,0,0,0,0
"20230129T",0,0,0,0,0
"20230130T",0,0,0,0,0
"20230131T",1,1,1,1,0
"20230201T",1,1,1,1,0
"20230202T",1,1,1,1,0
"20230203T",0,0,0,0,0
"20230204T",0,0,0,0,0
"20230205T",0,0,0,0,0
"20230206T",0,0,0,0,0
"20230207T",0,0,0,0,0
"20230208T",0,0,0,0,0
"20230209T",0,0,0,0,0
"20230210T",0,0,0,0,0
"20230211T",0,0,0,0,0
"20230212T",0,0,0,0,0
"20230213T",0,0,0,0,0
"20230214T",1,1,1,1,0
"20230215T",1,1,1,1,0
"20230216T",1,1,1,1,0
"20230217T",0,0,0,0,0
"20230218T",0,0,0,0,0
"20230219T",0,0,0,0,0
"20230220T",0,0,0,0,0
"20230221T",0,0,0,0,0
"20230222T",0,0,0,0,0
"20230223T",0,0,0,0,0
"20230224T",0,0,0,0,0
"20230225T",0,0,0,0,0
"20230226T",0,0,0,0,0
"20230227T",0,0,0,0,0
"20230228T",1,1,1,1,0
"20230301T",1,1,1,1,0
"20230302T",1,1,1,1,0
"20230303T",0,0,0,0,0
"20230304T",0,0,0,0,0
"20230305T",0,0,0,0,0
"20230306T",0,0,0,0,0
"20230307T",0,0,0,0,0
"20230308T",0,0,0,0,0
"20230309T",0,0,0,0,0
"20230310T",0,0,0,0,0
"20230311T",0,0,0,0,0
"20230312T",0,0,0,0,0
"20230313T",0,0,0,0,0
"20230314T",1,1,1,1,0
"20230315T",1,1,1,1,0
"20230316T",1,1,1,1,0
"20230317T",0,0,0,0,0
"20230318T",0,0,0,0,0
"20230319T",0,0,0,0,0
"20230320T",0,0,0,0,0
"20230321T",0,0,0,0,0
"20230322T",0,0,0,0,0
"20230323T",0,0,0,0,0
"20230324T",0,0,0,0,0
"20230325T",0,0,0,0,0
"20230326T",0,0,0,0,0
"20230327T",0,0,0,0,0
"20230328T",0,0,0,0,0
"20230329T",0,0,0,0,0
"20230330T",0,0,0,0,0
"20230331T",1,1,1,1,0
"20230401T",1,1,1,1,0
"20230402T",1,1,1,1,0
"20230403T",1,1,1,1,0
"20230404T",1,1,1,1,0
"20230405T",0,0,0,0,0
"20230406T",0,0,0,0,0
"20230407T",0,0,0,0,0
"20230408T",0,0,0,0,0
"20230409T",0,0,0,0,0
"20230410T",0,0,0,0,0
"20230411T",1,1,1,1,0
"20230412T",1,1,1,1,0
"20230413T",1,1,1,1,0
"20230414T",0,0,0,0,0
"20230415T",0,0,0,0,0
"20230416T",0,0,0,0,0
"20230417T",0,0,0,0,0
"20230418T",0,0,0,0,0
"20230419T",0,0,0,0,0
"20230420T",0,0,0,0,0
"20230421T",0,0,0,0,0
"20230422T",0,0,0,0,0
"20230423T",0,0,0,0,0
"20230424T",0,0,0,0,0
"20230425T",0,0,0,0,0
"20230426T",0,0,0,0,0
"20230427T",0,0,0,0,0
"20230428T",1,1,1,1,0
"20230429T",1,1,1,1,0
"20230430T",1,1,1,1,0
"20230501T",1,1,1,1,0
"20230502T",1,1,1,1,0
"20230503T",0,0,0,0,0
"20230504T",0,0,0,0,0
"20230505T",0,0,0,0,0
"20230506T",0,0,0,0,0
"20230507T",0,0,0,0,0
"20230508T",0,0,0,0,0
"20230509T",1,1,1,1,0
"20230510T",1,1,1,1,0
"20230511T",1,1,1,1,0
"20230512T",0,0,0,0,0
"20230513T",0,0,0,0,0
"20230514T",0,0,0,0,0
"20230515T",0,0,0,0,0
"20230516T",0,0,0,0,0
"20230517T",0,0,0,0,0
"20230518T",0,0,0,0,0
"20230519T",0,0,0,0,0
"20230520T",0,0,0,0,0
"20230521T",0,0,0,0,0
"20230522T",0,0,0,0,0
"20230523T",0,0,0,0,0
"20230524T",0,0,0,0,0
